unix_timestamp,lastUpdateId,bid_price_0,bid_qty_0,bid_price_1,bid_qty_1,bid_price_2,bid_qty_2,bid_price_3,bid_qty_3,bid_price_4,bid_qty_4,bid_price_5,bid_qty_5,bid_price_6,bid_qty_6,bid_price_7,bid_qty_7,bid_price_8,bid_qty_8,bid_price_9,bid_qty_9,ask_price_0,ask_qty_0,ask_price_1,ask_qty_1,ask_price_2,ask_qty_2,ask_price_3,ask_qty_3,ask_price_4,ask_qty_4,ask_price_5,ask_qty_5,ask_price_6,ask_qty_6,ask_price_7,ask_qty_7,ask_price_8,ask_qty_8,ask_price_9,ask_qty_9
1758739037.0606034,171693934076,113644.600000,42.726000,113644.400000,0.002000,113644.200000,0.010000,113644.100000,0.010000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.000000,0.004000,113641.100000,0.024000,113641.000000,0.012000,113644.700000,36.671000,113644.800000,0.016000,113644.900000,0.524000,113645.000000,0.037000,113645.200000,0.017000,113645.800000,0.013000,113646.000000,0.492000,113646.500000,0.022000,113647.000000,0.017000,113648.000000,0.002000
1758739040.9247973,171693957060,113644.600000,23.614000,113644.400000,0.002000,113644.200000,0.022000,113644.100000,0.010000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.600000,0.001000,113642.000000,0.022000,113641.100000,0.014000,113644.700000,26.989000,113644.800000,0.001000,113644.900000,0.523000,113645.000000,0.012000,113645.200000,0.022000,113645.800000,0.021000,113646.000000,0.535000,113646.500000,0.002000,113647.000000,0.012000,113648.000000,0.002000
1758739041.2491076,171693960129,113644.600000,24.116000,113644.400000,0.002000,113644.200000,0.022000,113644.100000,0.010000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.600000,0.001000,113642.000000,0.032000,113641.100000,0.014000,113644.700000,23.281000,113644.800000,0.001000,113644.900000,0.525000,113645.000000,0.012000,113645.200000,0.022000,113645.800000,0.021000,113646.000000,0.533000,113646.500000,0.002000,113647.000000,0.027000,113648.000000,0.002000
1758739041.5108025,171693962495,113644.600000,24.116000,113644.400000,0.002000,113644.200000,0.022000,113644.100000,0.010000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.600000,0.001000,113642.000000,0.032000,113641.100000,0.014000,113644.700000,22.116000,113644.800000,0.001000,113644.900000,0.525000,113645.000000,0.014000,113645.200000,0.022000,113645.800000,0.021000,113646.000000,0.523000,113646.500000,0.002000,113647.000000,0.027000,113648.000000,0.002000
1758739041.8120756,171693964519,113644.600000,24.021000,113644.400000,0.002000,113644.200000,0.022000,113644.100000,0.010000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.600000,0.001000,113642.000000,0.032000,113641.100000,0.014000,113644.700000,22.184000,113644.800000,0.001000,113644.900000,0.521000,113645.000000,0.014000,113645.200000,0.022000,113645.800000,0.021000,113646.000000,0.523000,113646.500000,0.002000,113647.000000,0.037000,113648.000000,0.002000
1758739042.1475317,171693966036,113644.600000,24.031000,113644.200000,0.022000,113644.100000,0.010000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.600000,0.001000,113642.000000,0.032000,113641.100000,0.014000,113641.000000,0.002000,113644.700000,22.179000,113644.800000,0.001000,113644.900000,0.521000,113645.000000,0.014000,113645.200000,0.022000,113645.800000,0.023000,113646.000000,0.523000,113646.500000,0.002000,113647.000000,0.027000,113648.000000,0.002000
1758739042.3736944,171693967536,113644.600000,24.032000,113644.200000,0.022000,113644.100000,0.010000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.600000,0.001000,113642.000000,0.032000,113641.100000,0.014000,113641.000000,0.002000,113644.700000,22.168000,113644.800000,0.001000,113644.900000,0.521000,113645.000000,0.014000,113645.200000,0.022000,113645.800000,0.023000,113646.000000,0.523000,113646.500000,0.012000,113647.000000,0.027000,113648.000000,0.002000
1758739042.68899,171693969498,113644.600000,24.097000,113644.400000,0.002000,113644.200000,0.012000,113644.100000,0.010000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.600000,0.001000,113642.000000,0.032000,113641.100000,0.014000,113644.700000,21.753000,113644.800000,0.001000,113644.900000,0.511000,113645.000000,0.014000,113645.200000,0.022000,113645.800000,0.023000,113646.000000,0.523000,113646.500000,0.012000,113647.000000,0.027000,113648.000000,0.002000
1758739042.9913445,171693971431,113644.600000,24.025000,113644.400000,0.002000,113644.200000,0.012000,113644.100000,0.011000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.000000,0.042000,113641.100000,0.014000,113641.000000,0.002000,113644.700000,21.732000,113644.800000,0.001000,113644.900000,0.513000,113645.000000,0.014000,113645.200000,0.020000,113645.800000,0.018000,113646.000000,0.523000,113646.500000,0.022000,113647.000000,0.027000,113648.000000,0.002000
1758739043.2695713,171693972936,113644.600000,24.016000,113644.400000,0.002000,113644.200000,0.012000,113644.100000,0.011000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.000000,0.042000,113641.100000,0.014000,113641.000000,0.002000,113644.700000,21.732000,113644.800000,0.001000,113644.900000,0.513000,113645.000000,0.024000,113645.200000,0.020000,113645.800000,0.018000,113646.000000,0.512000,113646.500000,0.029000,113647.000000,0.027000,113648.000000,0.002000
1758739043.586402,171693975088,113644.600000,23.904000,113644.400000,0.002000,113644.200000,0.012000,113644.100000,0.011000,113644.000000,0.033000,113643.500000,0.011000,113643.000000,0.002000,113642.000000,0.022000,113641.100000,0.014000,113641.000000,0.002000,113644.700000,21.719000,113644.800000,0.001000,113644.900000,0.513000,113645.000000,0.024000,113645.200000,0.020000,113645.800000,0.018000,113646.000000,0.492000,113646.500000,0.030000,113647.000000,0.027000,113647.500000,0.030000
1758739043.8864794,171693977209,113644.600000,23.901000,113644.400000,0.002000,113644.200000,0.012000,113644.100000,0.021000,113644.000000,0.033000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.022000,113641.100000,0.014000,113641.000000,0.002000,113644.700000,21.702000,113644.800000,6.599000,113644.900000,0.503000,113645.000000,0.034000,113645.200000,0.010000,113645.800000,0.038000,113646.000000,0.492000,113646.500000,0.030000,113647.000000,0.027000,113647.500000,0.030000
1758739044.1575987,171693978133,113644.600000,23.796000,113644.200000,0.012000,113644.100000,0.021000,113644.000000,0.033000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.012000,113641.100000,0.014000,113641.000000,0.002000,113640.000000,0.004000,113644.700000,28.072000,113644.800000,0.001000,113644.900000,0.503000,113645.000000,0.034000,113645.200000,0.010000,113645.800000,0.038000,113646.000000,0.503000,113646.500000,0.030000,113647.000000,0.012000,113647.500000,0.030000
1758739044.413317,171693980165,113644.600000,23.774000,113644.200000,0.022000,113644.100000,0.021000,113644.000000,0.033000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.012000,113641.100000,0.014000,113641.000000,0.002000,113640.000000,0.004000,113644.700000,28.062000,113644.800000,0.001000,113644.900000,0.503000,113645.000000,0.032000,113645.200000,0.010000,113645.800000,0.038000,113646.000000,0.503000,113646.500000,0.045000,113647.000000,0.012000,113647.500000,0.030000
1758739044.682869,171693981690,113644.600000,23.772000,113644.200000,0.022000,113644.100000,0.021000,113644.000000,0.033000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.012000,113641.100000,0.014000,113641.000000,0.002000,113640.000000,0.004000,113644.700000,28.058000,113644.800000,0.001000,113644.900000,0.503000,113645.000000,0.032000,113645.200000,0.010000,113645.800000,0.023000,113646.000000,0.503000,113646.500000,0.045000,113647.000000,0.029000,113647.500000,0.030000
1758739044.944676,171693983203,113644.600000,23.732000,113644.200000,0.022000,113644.100000,0.021000,113644.000000,0.033000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.012000,113641.100000,0.014000,113641.000000,0.002000,113640.000000,0.004000,113644.700000,28.048000,113644.800000,0.001000,113644.900000,0.501000,113645.000000,0.032000,113645.200000,0.010000,113645.800000,0.021000,113646.000000,0.503000,113646.500000,0.045000,113647.000000,0.029000,113647.500000,0.030000
1758739045.3747833,171693985678,113644.600000,23.432000,113644.200000,0.022000,113644.100000,0.021000,113644.000000,0.033000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.012000,113641.100000,0.014000,113641.000000,0.002000,113640.000000,0.004000,113644.700000,27.922000,113644.800000,0.001000,113644.900000,0.501000,113645.000000,0.032000,113645.200000,0.010000,113645.800000,0.021000,113646.000000,0.503000,113646.500000,0.037000,113647.000000,0.029000,113647.500000,0.030000
1758739045.6397505,171693987713,113644.600000,23.432000,113644.400000,0.002000,113644.200000,0.020000,113644.100000,0.031000,113644.000000,0.035000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.012000,113641.100000,0.014000,113641.000000,0.002000,113644.700000,28.002000,113644.800000,0.001000,113644.900000,0.511000,113645.000000,0.032000,113645.200000,0.010000,113645.800000,0.021000,113646.000000,0.503000,113646.500000,0.037000,113647.000000,0.029000,113647.500000,0.030000
1758739045.8982,171693989342,113644.600000,23.418000,113644.400000,0.002000,113644.200000,0.020000,113644.100000,0.031000,113644.000000,0.035000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.002000,113641.100000,0.014000,113641.000000,0.002000,113644.700000,28.002000,113644.800000,0.001000,113644.900000,0.513000,113645.000000,0.032000,113645.200000,0.010000,113645.800000,0.021000,113646.000000,0.503000,113646.500000,0.027000,113647.000000,0.029000,113647.500000,0.030000
1758739046.2361636,171693991077,113644.600000,23.332000,113644.400000,0.002000,113644.200000,0.010000,113644.100000,0.031000,113644.000000,0.035000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.002000,113641.100000,0.024000,113641.000000,0.002000,113644.700000,28.002000,113644.800000,0.001000,113644.900000,0.513000,113645.000000,0.022000,113645.200000,0.010000,113645.800000,0.021000,113646.000000,0.503000,113646.500000,0.032000,113647.000000,0.029000,113647.500000,0.030000
1758739046.510803,171693993101,113644.600000,26.140000,113644.400000,0.002000,113644.200000,0.010000,113644.100000,0.040000,113644.000000,0.035000,113643.500000,0.021000,113643.000000,0.002000,113642.000000,0.002000,113641.100000,0.024000,113641.000000,0.002000,113644.700000,27.981000,113644.800000,0.001000,113644.900000,0.513000,113645.000000,0.017000,113645.100000,0.010000,113645.200000,0.010000,113645.800000,0.033000,113646.000000,0.503000,113646.500000,0.030000,113647.000000,0.029000
1758739046.7604756,171693994011,113644.600000,25.327000,113644.400000,0.002000,113644.200000,0.010000,113644.100000,0.030000,113644.000000,0.035000,113643.500000,0.001000,113643.000000,0.002000,113642.000000,0.002000,113641.100000,0.024000,113641.000000,0.002000,113644.700000,27.907000,113644.800000,0.001000,113644.900000,0.503000,113645.000000,0.017000,113645.100000,0.010000,113645.200000,0.010000,113645.800000,0.013000,113646.000000,0.503000,113646.500000,0.030000,113647.000000,0.029000
1758739047.1415262,171693996821,113644.600000,25.327000,113644.400000,0.002000,113644.200000,0.010000,113644.100000,0.040000,113644.000000,0.035000,113643.500000,0.011000,113643.000000,0.002000,113642.000000,0.012000,113641.100000,0.024000,113641.000000,0.002000,113644.700000,27.907000,113644.800000,0.001000,113644.900000,0.501000,113645.000000,0.027000,113645.100000,0.010000,113645.200000,0.010000,113645.800000,0.023000,113646.000000,0.513000,113646.500000,0.030000,113647.000000,0.029000
1758739047.4468498,171693998761,113644.600000,25.327000,113644.100000,0.040000,113644.000000,0.035000,113643.500000,0.011000,113643.000000,0.002000,113642.000000,0.012000,113641.100000,0.034000,113641.000000,0.002000,113640.100000,0.005000,113640.000000,0.004000,113644.700000,27.917000,113644.800000,0.001000,113644.900000,0.501000,113645.000000,0.027000,113645.100000,0.025000,113645.200000,0.010000,113645.800000,0.023000,113646.000000,0.513000,113646.500000,0.015000,113647.000000,0.029000
