unix_timestamp,bid,ask,mid
1758709131.3328476,4176.5,4176.6,4176.550000
1758709131.6299753,4176.5,4176.6,4176.550000
1758709132.143,4176.5,4176.6,4176.550000
1758709132.5492496,4176.5,4176.6,4176.550000
1758709133.29131,4176.5,4176.6,4176.550000
1758709133.6265612,4176.5,4176.6,4176.550000
1758709133.9041176,4176.5,4176.6,4176.550000
1758709134.3790102,4176.5,4176.6,4176.550000
1758709134.6443062,4176.5,4176.6,4176.550000
1758709135.10679,4176.5,4176.6,4176.550000
1758709135.3873281,4176.5,4176.6,4176.550000
1758709135.8679247,4176.5,4176.6,4176.550000
1758709136.3583653,4176.5,4176.6,4176.550000
1758709136.629468,4176.5,4176.6,4176.550000
1758709137.3344388,4176.5,4176.6,4176.550000
1758709137.8193636,4176.5,4176.6,4176.550000
1758709138.2768817,4176.5,4176.6,4176.550000
1758709138.551227,4176.5,4176.6,4176.550000
1758709138.9669406,4176.5,4176.6,4176.550000
1758709139.813951,4176.5,4176.6,4176.550000
1758709140.0957134,4176.5,4176.6,4176.550000
1758709140.5447178,4176.5,4176.6,4176.550000
1758709140.9883242,4176.5,4176.6,4176.550000
1758709141.3237603,4176.5,4176.6,4176.550000
1758709141.5973911,4176.5,4176.6,4176.550000
1758709141.8493931,4176.5,4176.6,4176.550000
1758709142.1015844,4176.5,4176.6,4176.550000
1758709142.3646984,4176.5,4176.6,4176.550000
1758709142.636078,4176.5,4176.6,4176.550000
1758709143.109373,4176.5,4176.6,4176.550000
1758709143.4686983,4176.5,4176.6,4176.550000
1758709143.7476258,4176.5,4176.6,4176.550000
1758709144.2364552,4176.5,4176.6,4176.550000
1758709144.578861,4176.5,4176.6,4176.550000
1758709144.9501898,4176.5,4176.6,4176.550000
1758709145.6143775,4176.5,4176.6,4176.550000
1758709146.1516056,4176.5,4176.6,4176.550000
1758709146.5749705,4176.5,4176.6,4176.550000
1758709146.931228,4176.5,4176.6,4176.550000
1758709147.4275482,4176.5,4176.6,4176.550000
1758709147.983333,4176.5,4176.6,4176.550000
1758709148.2650206,4176.5,4176.6,4176.550000
1758709148.6422312,4176.5,4176.6,4176.550000
1758709149.023227,4176.5,4176.6,4176.550000
1758709149.4863358,4176.5,4176.6,4176.550000
1758709149.7579203,4176.5,4176.6,4176.550000
1758709150.1051817,4176.5,4176.6,4176.550000
1758709150.372495,4176.5,4176.6,4176.550000
1758709151.0819645,4176.4,4176.5,4176.450000
1758709151.3319643,4176.0,4176.1,4176.050000
1758709151.600006,4176.0,4176.1,4176.050000
1758709151.8760676,4176.0,4176.1,4176.050000
1758709152.2977679,4176.0,4176.1,4176.050000
1758709152.511588,4176.0,4176.1,4176.050000
1758709152.7847493,4176.0,4176.1,4176.050000
1758709153.2267258,4176.0,4176.1,4176.050000
